Canias Kod;Varyans-TR;Varyans-EN;Ana Ürün-TR;Ana Ürün - EN;Moq;Paket Adedi;Status;Kategori;Ana Ürün Kodu;Ürün Kısa Kodu;Katalog ID;Katalog Sayfa Numarası;;;;;;;;;;
N/A;KOXKA RAF PROFİLİ 1000 MM;Koxka Datastrip 1000mm;Koxka;Datastrip for Koxka Refrigerated Shelves;0;0;K;04.1;10;04110;04110001;0;;;;;;;;;;
N/A;KOXKA RAF PROFİLİ 1330 MM;Koxka Datastrip 1330mm;Koxka;Datastrip for Koxka Refrigerated Shelves;0;0;K;04.1;10;04110;04110002;0;;;;;;;;;;
30.75.1031-100;TELSEPET ETİKETLİK 41X100 MM SEF;Datastrip for wire baskets H:41 X L:100 ;Raf Profil Etiketlik Klik;Click Label Holder / Datastrip;10000;20;A;04.1;11;04111;04111001;0;;;;;;;;;;
30.75.1031-1000;TELSEPET ETİKETLİK 41X1000 MM SEF;Datastrip for wire baskets H:41 X L:1000;Raf Profil Etiketlik Klik;Click Label Holder / Datastrip;500;10;A;04.1;11;04111;04111002;0;;;;;;;;;;
30.75.1041-100;TELSEPET ETİKETLİK 61X100 MM SEF;Datastrip for wire baskets H:65 X L:100 ;Raf Profil Etiketlik Klik;Click Label Holder / Datastrip;5000;20;A;04.1;11;04111;04111003;0;;;;;;;;;;
30.75.1041-1000;TELSEPET ETİKETLİK 61X1000 MM SEF;Datastrip for wire baskets 61 mm Transpa;Raf Profil Etiketlik Klik;Click Label Holder / Datastrip;500;10;A;04.1;11;04111;04111004;0;;;;;;;;;;
95.54.0110;ROFOODS RAF PROFİLİ 22X68 MM;ROFOODS SHELF PROFILE 22X68 MM;Raf Profil Etiketlik YAPD 20mm;Flat Label Holder / Datastrip 20mm;0;100;P;04.1;12;04112;04112001;0;;;;;;;;;;
35.10.5351-297;ETİKETLİK KANCASI 12 MM BANTLI;LABELER HOOK WITH 12 MM TAPE;Etiketlik Kancası;Hook Label Holder;2000;50;P;04.2;01;04201;04201001;0;;;;;;;;;;
35.10.1011-50;40x50 KANCA ETİKETLİK;Hanging Hook Label Holder H:40 mm. L:50 ;Askılı Kanca Etiketlik;Hanging Hook Label Holder;0;20;A;04.2;02;04202;04202001;0;;;;;;;;;;
35.10.1011-60;40x60 KANCA ETİKETLİK ;40X60 HANGING HOOK LABEL HOLDER ;Askılı Kanca Etiketlik;Hanging Hook Label Holder;0;20;A;04.2;02;04202;04202002;0;;;;;;;;;;
35.10.1011-80;40x80 KANCA ETİKETLİK;Hanging Hook Label Holder H:40 mm. L:80 ;Askılı Kanca Etiketlik;Hanging Hook Label Holder;0;20;A;04.2;02;04202;04202003;0;;;;;;;;;;
35.10.1011-100;40x100 KANCA ETİKETLİK ;Hanging Hook Label Holder H:40 mm. L:100;Askılı Kanca Etiketlik;Hanging Hook Label Holder;5000;100;A;04.2;02;04202;04202004;0;;;;;;;;;;
35.01.001;PP TAG MM ETİKETLİK;PP Tag MM Label Holder 26x32;Askı Kanca Etiketlik PP;Hanging Hook Label Holder PP;4000;100;A;04.2;03;04203;04203001;0;;;;;;;;;;
35.15.203;KANCA STOPPER DOUBLE BEY;Double Hook Stopper;Askı Kanca Ürün Stopper Çift;Hanging Hook Double Stopper;0;50;A;04.2;04;04204;04204001;0;;;;;;;;;;
30.75.7111-105;MENTEŞELİ ETİKETLİK 65X105 MM SEF;Hinged Label Holder 65 mm  105 mm Transparent;Raf Profil Etiketlik Menteşe;Hinged Label Holder / Datastrip;5000;10;A;04.3;01;04301;04301001;0;;;;;;;;;;
30.75.7011-250;MENTEŞELİ ETİKETLİK 78X250 MM SEF;Hinged Label Holder 78 mm 250 mm;Raf Profil Etiketlik Menteşe;Hinged Label Holder / Datastrip;2000;10;A;04.3;01;04301;04301002;0;;;;;;;;;;
30.75.8011-250;MENTEŞELİ ETİKETLİK 85X250 MM SEF;HINGED LABEL HOLDER 85 MM TRANSPARENT 25 CM;Raf Profil Etiketlik Menteşe;Hinged Label Holder / Datastrip;0;10;A;04.3;01;04301;04301003;0;;;;;;;;;;
30.75.9011-150;ETİKET TUTUCU  MENTEŞE 15X150 MM SEF;ADHESIVE EFFICIENCY HINGE 2/-150MMCHEF;Yapışkanlı Etiketlik Menteşesi;Adhesive Hinged Label Holder;6500;10;A;04.3;02;04302;04302001;0;;;;;;;;;;
30.75.9410-50;RAF PROF ŞERİT 445MMX50 M RAL 5002 LAC;INFILL STRIP 44.5 MMX50M NAVY 5002;Raf Profil Şeridi;Infill Srip;1;1;A;04.3;03;04303;04303001;0;;;;;;;;;;
30.75.9411-50;RAF PROF ŞERİT 445MMX50 M RAL 9005 SİY;INFILL STRIP 44.5 MMX50M BLA 9005;Raf Profil Şeridi;Infill Srip;1;1;A;04.3;03;04303;04303002;0;;;;;;;;;;
30.75.9417-50;RAF PROF ŞERİT 445MMX50 M RAL 9003 BEY;INFILL STRIP 44.5 MMX50M WHI 9003;Raf Profil Şeridi;Infill Srip;600;1;A;04.3;03;04303;04303003;0;;;;;;;;;;
50.22.011-100;SİPERLİ L PROF ŞEF 23X23 MM 1X20 MM KÖPBANT 1000 MM;Stopper Profile Adhesive 1000 mm Trans ;Siperli Yapışkanlı Profil;Stopper Adhesive Profile;500;10;A;04.3;04;04304;04304001;0;;;;;;;;;;
50.22.011-133;SİPERL YAP. PROFİL 23X23MM ŞEFFAF 133 CM;Stopper Profile Adhesive 1333 mm Trans;Siperli Yapışkanlı Profil;Stopper Adhesive Profile;380;10;P;04.3;04;04304;04304002;0;;;;;;;;;;
51.06.EA181-L;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X185 L;ECO ANGLED BREAKABLE SHELF DIVIDER  H6X185-185 L;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;8000;40;A;05.1;01;05101;05101001;0;;;;;;;;;;
51.06.EA181-R;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X185 R;ECO ANGLED BREAKABLE SHELF DIVIDER  H6X185-185 R;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;8000;40;A;05.1;01;05101;05101002;0;;;;;;;;;;
51.06.EA181-T;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X185 T;ECO ANGLED BREAKABLE SHELF DIVIDER  H6X185-185 T;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;8000;40;A;05.1;01;05101;05101003;0;;;;;;;;;;
51.06.EA181-WS;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X185 WS;ECO ANGLED BREAKABLE SHELF DIVIDER  H6X185-185 WS;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;8000;60;A;05.1;01;05101;05101004;0;;;;;;;;;;
51.06.EA281-L;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X285 L;"Eco Angled Breakable Shelf Divider H6X185-285 L
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;5200;40;A;05.1;01;05101;05101005;0;;;;;;;;;;
51.06.EA281-R;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X285 R;"Eco Angled Breakable Shelf Divider H6X185-285 R
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;5200;40;A;05.1;01;05101;05101006;0;;;;;;;;;;
51.06.EA281-T;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X285 T;"Eco Angled Breakable Shelf Divider H6X185-285 T
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;5200;40;A;05.1;01;05101;05101007;0;;;;;;;;;;
51.06.EA281-WS;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X285 WS;"Eco Angled Breakable Shelf Divider H6X185-285 WS
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;5200;60;A;05.1;01;05101;05101008;0;;;;;;;;;;
51.06.EA381-L;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X385 L;"Eco Angled Breakable Shelf Divider H6X185-385 L
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;4000;40;A;05.1;01;05101;05101009;0;;;;;;;;;;
51.06.EA381-R;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X385 R;"Eco Angled Breakable Shelf Divider H6X185-385 R
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;4000;40;A;05.1;01;05101;05101010;0;;;;;;;;;;
51.06.EA381-T;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X385 T;"Eco Angled Breakable Shelf Divider H6X185-385 T
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;4000;40;A;05.1;01;05101;05101011;0;;;;;;;;;;
51.06.EA381-WS;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X385 WS;"Eco Angled Breakable Shelf Divider H6X185-385 WS
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2000;40;A;05.1;01;05101;05101012;0;;;;;;;;;;
51.06.EA481-L;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X485 L;"Eco Angled Breakable Shelf Divider H6X185-485 L
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2800;40;A;05.1;01;05101;05101013;0;;;;;;;;;;
51.06.EA481-R;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X485 R;"Eco Angled Breakable Shelf Divider H6X185-485 R
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2800;40;A;05.1;01;05101;05101014;0;;;;;;;;;;
51.06.EA481-T;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X485 T;"Eco Angled Breakable Shelf Divider H6X185-485 T
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2800;40;A;05.1;01;05101;05101015;0;;;;;;;;;;
51.06.EA481-WS;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X485 WS;"Eco Angled Breakable Shelf Divider H6X185-485 WS
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2800;60;A;05.1;01;05101;05101016;0;;;;;;;;;;
51.06.EA581-L;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X585 L;"Eco Angled Breakable Shelf Divider H6X185-585 L
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2400;40;A;05.1;01;05101;05101017;0;;;;;;;;;;
51.06.EA581-R;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X585 R;"Eco Angled Breakable Shelf Divider H6X185-585 R
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2400;40;A;05.1;01;05101;05101018;0;;;;;;;;;;
51.06.EA581-T;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X585 T;"Eco Angled Breakable Shelf Divider H6X185-585 T
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2400;40;A;05.1;01;05101;05101019;0;;;;;;;;;;
51.06.EA581-WS;EKO AÇILI KIRILABİLİR BÖLÜCÜ H6 185X585 WS;"Eco Angled Breakable Shelf Divider H6X185-585 WS
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2400;60;A;05.1;01;05101;05101020;0;;;;;;;;;;
51.12.EA181-L;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X185 L;ECO ANGLED BREAKABLE SHELF DIVIDER  H12X185-185 L;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;4000;20;A;05.1;01;05101;05101021;0;;;;;;;;;;
51.12.EA181-R;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X185 R;ECO ANGLED BREAKABLE SHELF DIVIDER  H12X185-185 R;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;4000;20;A;05.1;01;05101;05101022;0;;;;;;;;;;
51.12.EA181-T;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X185 T;ECO ANGLED BREAKABLE SHELF DIVIDER  H12X185-185 T;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;4000;20;A;05.1;01;05101;05101023;0;;;;;;;;;;
51.12.EA181-WS;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X185 WS;ECO ANGLED BREAKABLE SHELF DIVIDER H12X185-185 WS;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;4000;30;A;05.1;01;05101;05101024;0;;;;;;;;;;
51.12.EA281-L;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X285 L;Eco Angled Breakable Shelf Divider H12X185-285 L;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2600;20;A;05.1;01;05101;05101025;0;;;;;;;;;;
51.12.EA281-R;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X285 R;Eco Angled Breakable Shelf Divider H12X185-285 R;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2600;20;A;05.1;01;05101;05101026;0;;;;;;;;;;
51.12.EA281-T;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X285 T;"Eco Angled Breakable Shelf Divider H12X185-285 T
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2600;20;A;05.1;01;05101;05101027;0;;;;;;;;;;
51.12.EA281-WS;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X285 WS;Eco Angled Breakable Shelf Divider H12X185-285 WS;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2600;30;A;05.1;01;05101;05101028;0;;;;;;;;;;
51.12.EA381-L;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X385 L;"Eco Angled Breakable Shelf Divider H12X185-385 L
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2000;20;A;05.1;01;05101;05101029;0;;;;;;;;;;
51.12.EA381-R;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X385 R;Eco Angled Breakable Shelf Divider H12X185-385 R;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2000;20;A;05.1;01;05101;05101030;0;;;;;;;;;;
51.12.EA381-T;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X385 T;"Eco Angled Breakable Shelf Divider H12X185-385 T
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2000;20;A;05.1;01;05101;05101031;0;;;;;;;;;;
51.12.EA381-WS;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X385 WS;"Eco Angled Breakable Shelf Divider H12X185-385 WS
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;2000;30;A;05.1;01;05101;05101032;0;;;;;;;;;;
51.12.EA481-L;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X485 L;"Eco Angled Breakable Shelf Divider H12X185-485 L
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;1400;20;A;05.1;01;05101;05101033;0;;;;;;;;;;
51.12.EA481-R;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X485 R;"Eco Angled Breakable Shelf Divider H12X185-485 R
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;1400;20;A;05.1;01;05101;05101034;0;;;;;;;;;;
51.12.EA481-T;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X485 T;Eco Angled Breakable Shelf Divider H12X185-485 T;Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;1400;20;A;05.1;01;05101;05101035;0;;;;;;;;;;
51.12.EA481-WS;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X485 WS;"Eco Angled Breakable Shelf Divider H12X185-485 WS
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;1400;30;A;05.1;01;05101;05101036;0;;;;;;;;;;
51.12.EA581-L;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X585 L;"Eco Angled Breakable Shelf Divider H12X185-585 L
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;1200;20;A;05.1;01;05101;05101037;0;;;;;;;;;;
51.12.EA581-R;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X585 R;"Eco Angled Breakable Shelf Divider H12X185-585 R
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;1200;20;A;05.1;01;05101;05101038;0;;;;;;;;;;
51.12.EA581-T;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X585 T;"Eco Angled Breakable Shelf Divider H12X185-585 T
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;1200;20;A;05.1;01;05101;05101039;0;;;;;;;;;;
51.12.EA581-WS;EKO AÇILI KIRILABİLİR BÖLÜCÜ H12 185X585 WS;"Eco Angled Breakable Shelf Divider H12X185-585 WS
";Eko Açılı Kırılabilir Bölücü;Eco Angled Breakable Divider;1200;30;A;05.1;01;05101;05101040;0;;;;;;;;;;
51.06.EC181-L;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X185 L;ECO OVAL BREAKABLE SHELF DIVIDER H6X185-185 L;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;8000;40;A;05.1;02;05102;05102001;0;;;;;;;;;;
51.06.EC181-R;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X185 R;ECO OVAL BREAKABLE SHELF DIVIDER H6X185-185 R;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;8000;40;A;05.1;02;05102;05102002;0;;;;;;;;;;
51.06.EC181-T;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X185 T;ECO OVAL BREAKABLE SHELF DIVIDER H6X185-185 T;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;8000;40;A;05.1;02;05102;05102003;0;;;;;;;;;;
51.06.EC181-WS;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X185 WS;ECO OVAL BREAKABLE SHELF DIVIDER H6X185-185 WS;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;8000;60;A;05.1;02;05102;05102004;0;;;;;;;;;;
51.06.EC281-L;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X285 L;"Eco Oval Breakable Shelf Divider H6X185-285 L
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;5200;40;A;05.1;02;05102;05102005;0;;;;;;;;;;
51.06.EC281-R;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X285 R;"Eco Oval Breakable Shelf Divider H6X185-285 R
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;5200;40;A;05.1;02;05102;05102006;0;;;;;;;;;;
51.06.EC281-T;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X285 T;"Eco Oval Breakable Shelf Divider H6X185-285 T
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;5200;40;A;05.1;02;05102;05102007;0;;;;;;;;;;
51.06.EC281-WS;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X285 WS;"Eco Oval Breakable Shelf Divider H6X185-285 WS
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;5200;60;A;05.1;02;05102;05102008;0;;;;;;;;;;
51.06.EC381-L;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X385 L;Eco Oval Breakable Divider H6X185-385 L;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;40;40;A;05.1;02;05102;05102009;0;;;;;;;;;;
51.06.EC381-R;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X385 R;"Eco Oval Breakable Shelf Divider H6X185-385 R
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;40;40;A;05.1;02;05102;05102010;0;;;;;;;;;;
51.06.EC381-T;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X385 T;Eco Oval Breakable Divider H6X185-385 T;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;40;40;A;05.1;02;05102;05102011;0;;;;;;;;;;
51.06.EC381-WS;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X385 WS;"Eco Oval Breakable Shelf Divider H6X185-385 WS
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;4000;60;A;05.1;02;05102;05102012;0;;;;;;;;;;
51.06.EC481-L;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X485 L;"Eco Oval Breakable Shelf Divider H6X185-485 L
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2800;40;A;05.1;02;05102;05102013;0;;;;;;;;;;
51.06.EC481-R;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X485 R;"Eco Oval Breakable Shelf Divider H6X185-485 R
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2800;40;A;05.1;02;05102;05102014;0;;;;;;;;;;
51.06.EC481-T;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X485 T;"Eco Oval Breakable Shelf Divider H6X185-485 T
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;1000;40;A;05.1;02;05102;05102015;0;;;;;;;;;;
51.06.EC481-WS;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X485 WS;"Eco Oval Breakable Shelf Divider H6X185-485 WS
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2800;60;A;05.1;02;05102;05102016;0;;;;;;;;;;
51.06.EC581-L;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X585 L;"Eco Oval Breakable Shelf Divider H6X185-585 L
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2400;40;A;05.1;02;05102;05102017;0;;;;;;;;;;
51.06.EC581-R;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X585 R;"Eco Oval Breakable Shelf Divider H6X185-585 R
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2400;40;A;05.1;02;05102;05102018;0;;;;;;;;;;
51.06.EC581-T;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X585 T;"Eco Oval Breakable Shelf Divider H6X185-585 T
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2400;40;A;05.1;02;05102;05102019;0;;;;;;;;;;
51.06.EC581-WS;EKO OVAL KIRILABİLİR BÖLÜCÜ H6 185X585 WS;"Eco Oval Breakable Shelf Divider H6X185-585 WS
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2400;60;A;05.1;02;05102;05102020;0;;;;;;;;;;
51.12.EC181-L;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X185 L;ECO OVAL BREAKABLE SHELF DIVIDER H12X185-185 L;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;4000;20;A;05.1;02;05102;05102021;0;;;;;;;;;;
51.12.EC181-R;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X185 R;ECO OVAL BREAKABLE SHELF DIVIDER H12X185-185 R;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;4000;20;A;05.1;02;05102;05102022;0;;;;;;;;;;
51.12.EC181-T;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X185 T;ECO OVAL BREAKABLE SHELF DIVIDER H12X185-185 T;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;4000;20;A;05.1;02;05102;05102023;0;;;;;;;;;;
51.12.EC181-WS;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X185 WS;ECO OVAL BREAKABLE SHELF DIVIDER H12X185-185 WS;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;4000;30;A;05.1;02;05102;05102024;0;;;;;;;;;;
51.12.EC281-L;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X285 L;"Eco Oval Breakable Shelf Divider H12X185-285 L
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2600;20;A;05.1;02;05102;05102025;0;;;;;;;;;;
51.12.EC281-R;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X285 R;"Eco Oval Breakable Shelf Divider H12X185-285 R
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2600;20;A;05.1;02;05102;05102026;0;;;;;;;;;;
51.12.EC281-T;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X285 T;"Eco Oval Breakable Shelf Divider H12X185-285 T
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2600;20;A;05.1;02;05102;05102027;0;;;;;;;;;;
51.12.EC281-WS;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X285 WS;"Eco Oval Breakable Shelf Divider H12X185-285 WS
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2600;30;A;05.1;02;05102;05102028;0;;;;;;;;;;
51.12.EC381-L;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X385 L;"Eco Oval Breakable Shelf Divider H12X185-385 L
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;0;20;A;05.1;02;05102;05102029;0;;;;;;;;;;
51.12.EC381-R;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X385 R;"Eco Oval Breakable Shelf Divider H12X185-385 R
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;20;20;A;05.1;02;05102;05102030;0;;;;;;;;;;
51.12.EC381-T;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X385 T;"Eco Oval Breakable Shelf Divider H12X185-385 T
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;20;20;A;05.1;02;05102;05102031;0;;;;;;;;;;
51.12.EC381-WS;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X385 WS;"Eco Oval Breakable Shelf Divider H12X185-385 WS
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;2000;30;A;05.1;02;05102;05102032;0;;;;;;;;;;
51.12.EC481-L;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X485 L;"Eco Oval Breakable Shelf Divider H12X185-485 L
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;1400;20;A;05.1;02;05102;05102033;0;;;;;;;;;;
51.12.EC481-R;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X485 R;Eco Oval Breakable Shelf Divider H12X185-485 R ;Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;1400;20;A;05.1;02;05102;05102034;0;;;;;;;;;;
51.12.EC481-T;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X485 T;"Eco Oval Breakable Shelf Divider H12X185-485 T
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;20;20;A;05.1;02;05102;05102035;0;;;;;;;;;;
51.12.EC481-WS;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X485 WS;"Eco Oval Breakable Shelf Divider H12X185-485 WS
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;1400;30;A;05.1;02;05102;05102036;0;;;;;;;;;;
51.12.EC581-L;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X585 L;"Eco Oval Breakable Shelf Divider H12X185-585 L
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;1200;20;A;05.1;02;05102;05102037;0;;;;;;;;;;
51.12.EC581-R;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X585 R;"Eco Oval Breakable Shelf Divider H12X185-585 R
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;1200;20;A;05.1;02;05102;05102038;0;;;;;;;;;;
51.12.EC581-T;EKO EKO OVAL KIRILABİLİR BÖLÜCÜ H12 185X585 T;"Eco Oval Breakable Shelf Divider H12X185-585 T
";Eko Oval Kırılabilir Bölücü;Eco Oval Breakable Divider;1200;20;A;05.1;02;05102;05102039;0;;;;;;;;;;
